IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_TAGS;IP_PROP7;IP_PROP1;IP_PROP2;IP_PROP3;IP_PROP13;IP_PROP4;IP_PROP5;IP_PROP6;IP_PROP9;IP_PROP10;IP_PROP11;IP_PROP27;IP_PROP28;IC_GROUP0;IC_GROUP1;IC_GROUP2
5744;top_description;5744;N;;;/upload/iblock/753/7539471cf84ddb33b3434ebca15a45ed.jpg;;html;/upload/iblock/dfe/dfee8cd45c785479d090fcb6533ca060.jpg;;html;;;;;43;0.0000;;;;;;top_description, A.Fabretti;;;;Осень - Зима `12-`13;Женская коллекция;Шубы и меха
5745;top_description;5745;N;;;/upload/iblock/c91/c91dfdd6f201e9324c6e7bb493e4d33d.jpg;;html;/upload/iblock/115/115a29d8c7e8cf3251c22356606ba346.jpg;;html;;;;;43;0.0000;;;;;;top_description, A.Fabretti;;;;Осень - Зима `12-`13;Женская коллекция;Шубы и меха
5746;top_description;5746;N;;;/upload/iblock/076/0768148c0a327ae3b97278b08055443a.jpg;;html;/upload/iblock/851/851a8f18bfc040ee6970d7fa67da5e2a.jpg;;html;;;;;43;0.0000;;;;;;top_description, A.Fabretti;;;;Осень - Зима `12-`13;Женская коллекция;Шубы и меха
5747;top_description;5747;N;;;/upload/iblock/8fd/8fda4a4ff552f096cdf1cf6f62e9162d.jpg;;html;/upload/iblock/bca/bca3585dbbf9bc434c05805126b485ab.jpg;;html;;;;;43;0.0000;;;;;;top_description, A.Fabretti;;;;Осень - Зима `12-`13;Женская коллекция;Шубы и меха
5748;top_description;5748;N;;;/upload/iblock/c7e/c7e2a6135cdc7ba94ab6b1c008744051.jpg;"

";html;/upload/iblock/2c6/2c6eb9126c01f52854181c56a0eb3a73.jpg;;html;;;;;43;0.0000;;;;;;top_description, A.Fabretti;;;;Осень - Зима `12-`13;Женская коллекция;Дубленки
5749;top_description;5749;N;;;/upload/iblock/8dc/8dc4d7af9d5f9e410cc3a3dfde5d5a33.jpg;;html;/upload/iblock/faf/faf8f708e85a8b34843236a88c4863d3.jpg;;html;;;;;43;0.0000;;;;;;top_description, A.Fabretti;;;;Осень - Зима `12-`13;Мужская коллекция;Дубленки
5753;top_description;5753;N;;;/upload/iblock/4fb/4fbd7c8ac87a7aa641d62d155da62503.jpg;"<p>
Шубы из натурального меха, придают любой женщине царственный вид и изящность. Поэтому компания «Снежная Королева» отбирает самые модные и качественные изделия для своих покупательниц. Хотите <strong>купить шубу</strong>, тогда приходите в наши магазины, где вас ждет богатый выбор и превосходный сервис, шубы цены которые вас приятно удивят. У нас так же проводиться периодическая <strong>распродажа шуб</strong> из норки, меховые жилетов, полушубков, дорогие мехов а так же демократичных вариантов из кролика и козлика.
</p><p>
Отправляясь за шубой, лучше сразу определиться, какой мех Вы собираетесь купить. Купить шубу в Москве – не трудно, а вот выбрать «свою» – намного сложнее. Традиционно роскошно смотрятся шубы из норки, к тому же носятся они очень долго и позволяют чувствовать себя комфортно даже в сильный мороз. Шуба из чернобурки также выглядит довольно эффектно и при этом отлично сохраняет тепло холодными зимами, но нужно помнить, что из-за того, что лисий мех очень пушистый – он может добавлять ненужный объём, поэтому девушкам низкого роста или пышных форм лучше избегать изделий полностью выполненных их этого меха, а остановить свой взгляд на комбинированных моделях, где объёмный мех используется в отделке – например, на воротнике или манжетах. И вот Вы уже обладаете базовыми знаниями как выбрать шубу.
</p><p>
Следующим шагом при выборе шубы является продавец. Натуральный мех не является дешевым удовольствием, поэтому если Вам предлагают шубы цены на которые  подозрительно низки, рекомендуем тщательно изучить продукцию. Распродажа шуб, устраиваемая малоизвестной компанией или сайтом, так же должны Вас насторожить. Поэтому если Вы собираетесь купить шубу, советуем обратиться к хорошо проверенным продавцам и богатой историей, который поможет выбрать шубу и разумно потратить деньги.
</p>";html;/upload/iblock/f23/f23f1e41c92190375eecb45c24034cc4.jpg;;html;;;;;43;0.0000;;;;;;top_description, A.Fabretti;;;;Осень - Зима `12-`13;Женская коллекция;Шубы и меха
10450;Колье;10450;Y;;;/upload/iblock/2a0/2a0da2da47a75808def74798bbf14669.JPG;;text;/upload/iblock/323/32393f69a06a07adc3f09bfb002df7a2.JPG;;text;;;;NKW12E25;13;1390.0000;390.0000;;;;Колье La Reine Blanche (Модель:NKW12E25) ;Колье, La Reine Blanche;Колье La Reine Blanche (Модель:NKW12E25) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10451;Колье;10451;Y;;;/upload/iblock/6fe/6feba631e68529f5e2fc2e95b2e18c9b.JPG;;text;/upload/iblock/183/183d4d439d1995731e07b05493ebf373.JPG;;text;;;;NKW12E11;13;890.0000;390.0000;;;;Колье La Reine Blanche (Модель:NKW12E11) ;Колье, La Reine Blanche;Колье La Reine Blanche (Модель:NKW12E11) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10452;Колье;10452;Y;;;/upload/iblock/6fe/6fead19929ea073d06f19e7dc1b930f3.JPG;;text;/upload/iblock/992/992a79ecf7f7374a4e379ab84ba051b7.JPG;;text;;;;NKW12E06;13;1190.0000;390.0000;;;;Колье La Reine Blanche (Модель:NKW12E06) ;Колье, La Reine Blanche;Колье La Reine Blanche (Модель:NKW12E06) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10453;Колье;10453;Y;;;/upload/iblock/05b/05bd9ec00716577d1dd9eef8b851b306.JPG;;text;/upload/iblock/796/7967868c26d57c7f950f26b266771b6c.JPG;;text;;;;NKW12E38;13;890.0000;390.0000;;;;Колье La Reine Blanche (Модель:NKW12E38) ;Колье, La Reine Blanche;Колье La Reine Blanche (Модель:NKW12E38) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10454;Браслет;10454;Y;;;/upload/iblock/a73/a73c06ec9cad41327dd580ac56ab3045.JPG;;text;/upload/iblock/58c/58cd63a70a597ad3d24e75a40ac099ff.JPG;;text;;;;BRW12E07;13;790.0000;290.0000;;;;Браслет La Reine Blanche (Модель:BRW12E07) ;Браслет, La Reine Blanche;Браслет La Reine Blanche (Модель:BRW12E07) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10455;Колье;10455;Y;;;/upload/iblock/bed/bedd6060639337749bc25b2ed4db2b9b.JPG;;text;/upload/iblock/656/6565f42cb6423989474801bda3451204.JPG;;text;;;;NKW12E07;13;1490.0000;390.0000;;;;Колье La Reine Blanche (Модель:NKW12E07) ;Колье, La Reine Blanche;Колье La Reine Blanche (Модель:NKW12E07) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10456;Колье;10456;Y;;;/upload/iblock/d65/d658987d536367135482da251c17ed62.JPG;;text;/upload/iblock/9fc/9fca406db062002a008c30a151ab5661.JPG;;text;;;;NKW12E33;13;1190.0000;390.0000;;;;Колье La Reine Blanche (Модель:NKW12E33) ;Колье, La Reine Blanche;Колье La Reine Blanche (Модель:NKW12E33) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10457;Зонт;10457;Y;;;/upload/iblock/767/7678dfdaa169690e04c8cc5f16637cd3.JPG;;text;/upload/iblock/90b/90bf92120ed705060efd8341ae28cc2f.JPG;;text;;;;UA12-4A;2;790.0000;550.0000;;;;Зонт Acasta (Модель:UA12-4A) ;Зонт, Acasta;Зонт Acasta (Модель:UA12-4A) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10458;Зонт;10458;Y;;;/upload/iblock/89e/89ea2af78feda500b1ee23c019b7d72c.JPG;;text;/upload/iblock/60b/60bc40ab6f038fed43d7390e6fe41fb2.JPG;;text;;;;UA12-2L;13;790.0000;550.0000;;;;Зонт La Reine Blanche (Модель:UA12-2L) ;Зонт, La Reine Blanche;Зонт La Reine Blanche (Модель:UA12-2L) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10459;Зонт;10459;Y;;;/upload/iblock/aa9/aa903a013d4cfb90f0f466d6901d01af.JPG;;text;/upload/iblock/7af/7afd8e9c5753c7c4c613d973bb525570.JPG;;text;;;;UA12-3L;13;790.0000;550.0000;;;;Зонт La Reine Blanche (Модель:UA12-3L) ;Зонт, La Reine Blanche;Зонт La Reine Blanche (Модель:UA12-3L) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10460;Ключница  ;10460;Y;;;/upload/iblock/7fa/7faf35c34659f21c66ef06c48e5d0f89.JPG;;text;/upload/iblock/7bb/7bb83ad5fab128304c6ab940cc656101.JPG;;text;;;;L-KA12B5;13;990.0000;290.0000;;;;Ключница   La Reine Blanche (Модель:L-KA12B5) ;Ключница  , La Reine Blanche;Ключница   La Reine Blanche (Модель:L-KA12B5) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10461;Обложка для паспорта;10461;Y;;;/upload/iblock/9a1/9a1676274c267f46b4d5f3c4ee0b2acd.JPG;;text;/upload/iblock/4c8/4c8870be34686ac3975019d80771eb01.JPG;;text;;;;L-CA12B3;2;790.0000;290.0000;;;;Обложка для паспорта Acasta (Модель:L-CA12B3) ;Обложка для паспорта, Acasta;Обложка для паспорта Acasta (Модель:L-CA12B3) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10462;Обложка для паспорта;10462;Y;;;/upload/iblock/1b9/1b9604282c09d0dcdffdc2ea0e10de73.JPG;;text;/upload/iblock/190/190da8f1a2742ddce56a2c4a804e910a.JPG;;text;;;;L-CA12B8;2;990.0000;290.0000;;;;Обложка для паспорта Acasta (Модель:L-CA12B8) ;Обложка для паспорта, Acasta;Обложка для паспорта Acasta (Модель:L-CA12B8) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10463;Обложка для паспорта;10463;Y;;;/upload/iblock/a40/a40dcde6f30420af085d4f4d09860240.JPG;;text;/upload/iblock/677/67764c91c8739c199b104330d944ddba.JPG;;text;;;;L-CA12B9;2;990.0000;350.0000;;;;Обложка для паспорта Acasta (Модель:L-CA12B9) ;Обложка для паспорта, Acasta;Обложка для паспорта Acasta (Модель:L-CA12B9) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10464;Обложка для паспорта;10464;Y;;;/upload/iblock/765/765e6f89ad3c349e9f8f77329e89634c.JPG;;text;/upload/iblock/04a/04a18e40072ab35d21aa71a61caededb.JPG;;text;;;;L-CA12B5;13;1190.0000;350.0000;;;;Обложка для паспорта La Reine Blanche (Модель:L-CA12B5) ;Обложка для паспорта, La Reine Blanche;Обложка для паспорта La Reine Blanche (Модель:L-CA12B5) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10465;Обложка для паспорта;10465;Y;;;/upload/iblock/573/5733dd76761b41963a01796d478939bf.JPG;;text;/upload/iblock/76b/76bce3eb3ca89d5317d58db0981ce5bb.JPG;;text;;;;L-KA12B1;2;790.0000;260.0000;;;;Обложка для паспорта Acasta (Модель:L-KA12B1) ;Обложка для паспорта, Acasta;Обложка для паспорта Acasta (Модель:L-KA12B1) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10466;Обложка для паспорта;10466;Y;;;/upload/iblock/6df/6dfffcea3ffaaa19f69aaffdd88993b5.JPG;;text;/upload/iblock/6d3/6d3b6888f449592e80e1451fcc026153.JPG;;text;;;;L-CA12B6;13;990.0000;290.0000;;;;Обложка для паспорта La Reine Blanche (Модель:L-CA12B6) ;Обложка для паспорта, La Reine Blanche;Обложка для паспорта La Reine Blanche (Модель:L-CA12B6) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10467;Обложка для паспорта;10467;Y;;;/upload/iblock/7c9/7c9a4f7746543ad39c321d4082ef7a97.JPG;;text;/upload/iblock/21f/21f5c8f730d3c8a6485255357b4e7d82.JPG;;text;;;;L-CA12B4;2;890.0000;290.0000;;;;Обложка для паспорта Acasta (Модель:L-CA12B4) ;Обложка для паспорта, Acasta;Обложка для паспорта Acasta (Модель:L-CA12B4) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10468;Кошелек женский;10468;Y;;;/upload/iblock/276/276a856c51277b458ade48ff604d1398.JPG;;text;/upload/iblock/c94/c94205dfb0c224f2a303b8ebb82f3585.JPG;;text;;;;L-WA12B8;2;1490.0000;500.0000;;;;Кошелек женский Acasta (Модель:L-WA12B8) ;Кошелек женский, Acasta;Кошелек женский Acasta (Модель:L-WA12B8) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10469;Кошелек женский;10469;Y;;;/upload/iblock/5f5/5f5dfb985fd97c90cd1415227028d988.JPG;;text;/upload/iblock/0f9/0f9b6940cddab8e36b1c45f607ab6ca6.JPG;;text;;;;L-WA12B11;13;1590.0000;410.0000;;;;Кошелек женский La Reine Blanche (Модель:L-WA12B11) ;Кошелек женский, La Reine Blanche;Кошелек женский La Reine Blanche (Модель:L-WA12B11) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10470;Кошелек женский;10470;Y;;;/upload/iblock/368/3681581cb132cc2f267a610ca3e2b7da.JPG;;text;/upload/iblock/824/8246ed401e46f733ec29bb68e42a9e74.JPG;;text;;;;L-WA12B3;2;1790.0000;590.0000;;;;Кошелек женский Acasta (Модель:L-WA12B3) ;Кошелек женский, Acasta;Кошелек женский Acasta (Модель:L-WA12B3) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10471;Кошелек женский;10471;Y;;;/upload/iblock/63c/63ca8e93d09e1598abc49ff560858d39.JPG;;text;/upload/iblock/36e/36e6bacc15eea71e5bcbd7e402df5d45.JPG;;text;;;;L-WA12B5;13;2190.0000;680.0000;;;;Кошелек женский La Reine Blanche (Модель:L-WA12B5) ;Кошелек женский, La Reine Blanche;Кошелек женский La Reine Blanche (Модель:L-WA12B5) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10472;Кошелек женский;10472;Y;;;/upload/iblock/c97/c973f0f044b8f178009a98723cdb7acf.JPG;;text;/upload/iblock/159/1590ca95f422c20fa2bdb0131a2f0e7e.JPG;;text;;;;L-WA12B1;2;1590.0000;500.0000;;;;Кошелек женский Acasta (Модель:L-WA12B1) ;Кошелек женский, Acasta;Кошелек женский Acasta (Модель:L-WA12B1) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10473;Кошелек женский;10473;Y;;;/upload/iblock/c29/c29f3adba82790f9df1511b4dbadfa15.JPG;;text;/upload/iblock/878/87808fa69a4e6da6436d701499570556.JPG;;text;;;;L-WA12B7;2;1990.0000;590.0000;;;;Кошелек женский Acasta (Модель:L-WA12B7) ;Кошелек женский, Acasta;Кошелек женский Acasta (Модель:L-WA12B7) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10474;Кошелек женский;10474;Y;;;/upload/iblock/a65/a65ffd9523b5bb943202562f6012ba3d.JPG;;text;/upload/iblock/073/07391d7904c58cba326e29bf84918c92.JPG;;text;;;;L-WA12B9;2;1590.0000;500.0000;;;;Кошелек женский Acasta (Модель:L-WA12B9) ;Кошелек женский, Acasta;Кошелек женский Acasta (Модель:L-WA12B9) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10475;Обложка из натуральной кожи;10475;Y;;;/upload/iblock/4eb/4eb8be22ca7b57e9369a704e9c48b854.JPG;;text;/upload/iblock/2bb/2bb593dfe7d68765d7686cb5c5537809.JPG;;text;;;;L-CA12B2;2;990.0000;290.0000;;;;Обложка из натуральной кожи Acasta (Модель:L-CA12B2) ;Обложка из натуральной кожи, Acasta;Обложка из натуральной кожи Acasta (Модель:L-CA12B2) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10476;Кожаные перчатки с отделкой мехом;10476;Y;;;/upload/iblock/ea0/ea09f4db72b561f106ca059e5c84d957.JPG;;text;/upload/iblock/5cb/5cb2179484d0d3c2c3c883f4af850d2c.JPG;;text;;;;17006000;974;4290.0000;;;;;Кожаные перчатки с отделкой мехом Eleganzza (Модель:17006000) ;Кожаные перчатки с отделкой мехом, Eleganzza;Кожаные перчатки с отделкой мехом Eleganzza (Модель:17006000) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10477;Перчатки женские из натуральной кожи;10477;Y;;;/upload/iblock/476/4760338e0c2dcd032cb071bbe78fce7f.JPG;;text;/upload/iblock/aa8/aa8d8b09e5fdf34467ff8e3ff1d776de.JPG;;text;;;;17098900;974;3690.0000;;;;;Перчатки женские из натуральной кожи Eleganzza (Модель:17098900) ;Перчатки женские из натуральной кожи, Eleganzza;Перчатки женские из натуральной кожи Eleganzza (Модель:17098900) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10478;Перчатки женские из натуральной кожи;10478;Y;;;/upload/iblock/4a7/4a7ead8b5f5a3cd0a2e88545cc3310f0.JPG;;text;/upload/iblock/3d1/3d1d536824d813ea4d6770a780362e9d.JPG;;text;;;;17098900;974;3690.0000;;;;;Перчатки женские из натуральной кожи Eleganzza (Модель:17098900) ;Перчатки женские из натуральной кожи, Eleganzza;Перчатки женские из натуральной кожи Eleganzza (Модель:17098900) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10479;Перчатки женские из натуральной кожи;10479;Y;;;/upload/iblock/b7c/b7cb6236fd56b972e91eefdf2ca6901f.JPG;;text;/upload/iblock/54a/54a48b33d4a4a155c220183c48d79fde.JPG;;text;;;;14411500;974;2290.0000;;;;;Перчатки женские из натуральной кожи Eleganzza (Модель:14411500) ;Перчатки женские из натуральной кожи, Eleganzza;Перчатки женские из натуральной кожи Eleganzza (Модель:14411500) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10480;Перчатки женские из натуральной кожи;10480;Y;;;/upload/iblock/4f7/4f7c2016186c1c055ef1752ac41fe322.JPG;;text;/upload/iblock/4e5/4e53c5c8dc461363e1c1c22211d9260b.JPG;;text;;;;14120000;974;2690.0000;;;;;Перчатки женские из натуральной кожи Eleganzza (Модель:14120000) ;Перчатки женские из натуральной кожи, Eleganzza;Перчатки женские из натуральной кожи Eleganzza (Модель:14120000) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10481;Перчатки женские из натуральной кожи;10481;Y;;;/upload/iblock/ef4/ef45bee8ba35ff9fe81045e7b151cbcc.JPG;;text;/upload/iblock/627/627e8bdbd4e939807322ee71400e2558.JPG;;text;;;;11611900;974;2590.0000;;;;;Перчатки женские из натуральной кожи Eleganzza (Модель:11611900) ;Перчатки женские из натуральной кожи, Eleganzza;Перчатки женские из натуральной кожи Eleganzza (Модель:11611900) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10482;Перчатки женские из натуральной кожи;10482;Y;;;/upload/iblock/9ac/9ac324ea91702e10d7f3a6b86c69fa9e.JPG;;text;/upload/iblock/ccb/ccb33c09489fe46f263dd9ec0427c783.JPG;;text;;;;17098900;974;3690.0000;;;;;Перчатки женские из натуральной кожи Eleganzza (Модель:17098900) ;Перчатки женские из натуральной кожи, Eleganzza;Перчатки женские из натуральной кожи Eleganzza (Модель:17098900) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10483;Перчатки женские из натуральной кожи;10483;Y;;;/upload/iblock/cfc/cfc9118965abaf60b196c800d9704bd2.JPG;;text;/upload/iblock/0e3/0e3e208a274fffb3a9f5e3c6915ce2ea.JPG;;text;;;;17098900;974;3690.0000;;;;;Перчатки женские из натуральной кожи Eleganzza (Модель:17098900) ;Перчатки женские из натуральной кожи, Eleganzza;Перчатки женские из натуральной кожи Eleganzza (Модель:17098900) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10484;Перчатки женские трикотажные;10484;Y;;;/upload/iblock/d6c/d6cff73fd657ea6d7fc8c61652057fe3.JPG;;text;/upload/iblock/9ca/9ca61981ebd078465910c72fbde7418e.JPG;;text;;;;G-A12R14;13;390.0000;270.0000;;;;Перчатки женские трикотажные La Reine Blanche (Модель:G-A12R14) ;Перчатки женские трикотажные, La Reine Blanche;Перчатки женские трикотажные La Reine Blanche (Модель:G-A12R14) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10485;Перчатки женские;10485;Y;;;/upload/iblock/d46/d46d8307294ac5f88db1c6e89da77219.JPG;;text;/upload/iblock/cda/cda2a8167d2ca95957d4e4afd2538cdc.JPG;;text;;;;17013700;974;3990.0000;;;;;Перчатки женские Eleganzza (Модель:17013700) ;Перчатки женские, Eleganzza;Перчатки женские Eleganzza (Модель:17013700) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10486;Перчатки женские;10486;Y;;;/upload/iblock/e99/e995912b0a6ec03e7f7dc839aee68bbe.JPG;;text;/upload/iblock/ab0/ab027abecd7f98bb540092bd723d72f8.JPG;;text;;;;57850000;974;2590.0000;;;;;Перчатки женские Eleganzza (Модель:57850000) ;Перчатки женские, Eleganzza;Перчатки женские Eleganzza (Модель:57850000) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10487;Перчатки женские;10487;Y;;;/upload/iblock/286/2860ca051e826a78c0afc535a8388688.JPG;;text;/upload/iblock/728/72804586a4a6430f1225ceaf714fd6e0.JPG;;text;;;;14393000;974;2990.0000;;;;;Перчатки женские Eleganzza (Модель:14393000) ;Перчатки женские, Eleganzza;Перчатки женские Eleganzza (Модель:14393000) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10488;Перчатки женские;10488;Y;;;/upload/iblock/3bc/3bcf56765d8b05f9476ba195662f2fcd.JPG;;text;/upload/iblock/614/6149cc8ae529c4c8346bb1c3edd8af11.JPG;;text;;;;14384500;974;2990.0000;;;;;Перчатки женские Eleganzza (Модель:14384500) ;Перчатки женские, Eleganzza;Перчатки женские Eleganzza (Модель:14384500) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10489;Перчатки женские;10489;Y;;;/upload/iblock/0a3/0a362a7cf055c0a60394049233ac7752.JPG;;text;/upload/iblock/024/024acaadfbcf4032a23849a735c9e532.JPG;;text;;;;14668200;974;3490.0000;;;;;Перчатки женские Eleganzza (Модель:14668200) ;Перчатки женские, Eleganzza;Перчатки женские Eleganzza (Модель:14668200) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10490;Перчатки женские;10490;Y;;;/upload/iblock/3e4/3e465d9cfa5e3bf37f9797e5a3f1c463.JPG;;text;/upload/iblock/ff1/ff1bff5a483d8f3fe9b3573486d196c2.JPG;;text;;;;14668200;974;3490.0000;;;;;Перчатки женские Eleganzza (Модель:14668200) ;Перчатки женские, Eleganzza;Перчатки женские Eleganzza (Модель:14668200) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10491;Перчатки женские;10491;Y;;;/upload/iblock/fbf/fbfaf080a2e341e0c8ff68ea053241d5.JPG;;text;/upload/iblock/34e/34e30bb959ff58291ba3eb7f154db599.JPG;;text;;;;57865000;974;3290.0000;2290.0000;;;;Перчатки женские Eleganzza (Модель:57865000) ;Перчатки женские, Eleganzza;Перчатки женские Eleganzza (Модель:57865000) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10492;Женские перчатки трикотажные;10492;Y;;;/upload/iblock/27b/27b48586357fcf631de59deab59b88c7.JPG;;text;/upload/iblock/959/9594e828d111486dc7853d376594ebd7.JPG;;text;;;;G-A12R10;13;390.0000;270.0000;;;;Женские перчатки трикотажные La Reine Blanche (Модель:G-A12R10) ;Женские перчатки трикотажные, La Reine Blanche;Женские перчатки трикотажные La Reine Blanche (Модель:G-A12R10) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10493;Митенки;10493;Y;;;/upload/iblock/7ac/7ac844b7dafe9b5ad42460cd97c7073e.JPG;;text;/upload/iblock/959/959a4125b18beb81b0636c3dfa62422b.JPG;;text;;;;951;974;1690.0000;1201.0000;;;;Митенки Eleganzza (Модель:951) ;Митенки, Eleganzza;Митенки Eleganzza (Модель:951) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10494;Женские перчатки трикотажные;10494;Y;;;/upload/iblock/0bf/0bf5997caee97297ac765bdd32e49a0a.JPG;;text;/upload/iblock/e76/e76761d458e88abfa39e74ebb5d62654.JPG;;text;;;;G-A12R1;13;490.0000;340.0000;;;;Женские перчатки трикотажные La Reine Blanche (Модель:G-A12R1) ;Женские перчатки трикотажные, La Reine Blanche;Женские перчатки трикотажные La Reine Blanche (Модель:G-A12R1) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10495;Шарф женский;10495;Y;;;/upload/iblock/134/1345691bc67d2ea305a245eaea8e7ba4.JPG;;text;/upload/iblock/dd6/dd6f1f12e632302f952a201ea0c6b2b9.JPG;;text;;;;56987000;43;2290.0000;1590.0000;;;;Шарф женский A.Fabretti (Модель:56987000) ;Шарф женский, A.Fabretti;Шарф женский A.Fabretti (Модель:56987000) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10496;Шарф женский;10496;Y;;;/upload/iblock/63c/63cd39904d62a6ae1620db6fbb22c66e.JPG;;text;/upload/iblock/7f6/7f6e567c45d6f954c5221e0ae6b2811c.JPG;;text;;;;SCAW1260;2;1590.0000;590.0000;;;;Шарф женский Acasta (Модель:SCAW1260) ;Шарф женский, Acasta;Шарф женский Acasta (Модель:SCAW1260) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10497;Шарф женский;10497;Y;;;/upload/iblock/01b/01b07f2b7efb62e4d5ce2f2d7998914a.JPG;;text;/upload/iblock/9d2/9d2f011b281203d0e651574a63618cd8.JPG;;text;;;;SCAW1248;2;890.0000;390.0000;;;;Шарф женский Acasta (Модель:SCAW1248) ;Шарф женский, Acasta;Шарф женский Acasta (Модель:SCAW1248) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10498;Шарф женский;10498;Y;;;/upload/iblock/29d/29d0aa0a1c315251e8275e1211b64892.JPG;;text;/upload/iblock/663/6631aeb7fe1b9ada7b2fe5bbf53802b3.JPG;;text;;;;SCAW1258;2;1390.0000;390.0000;;;;Шарф женский Acasta (Модель:SCAW1258) ;Шарф женский, Acasta;Шарф женский Acasta (Модель:SCAW1258) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10499;Шарф женский;10499;Y;;;/upload/iblock/6f4/6f48a417de1753f5c426b422e90bdec1.JPG;;text;/upload/iblock/b86/b8691851edc08383b9a78ad173d5c666.JPG;;text;;;;SCAW1239;2;990.0000;390.0000;;;;Шарф женский Acasta (Модель:SCAW1239) ;Шарф женский, Acasta;Шарф женский Acasta (Модель:SCAW1239) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10500;Сумка женская;10500;Y;;;/upload/iblock/bdb/bdba7b1cc59057f6ad80d761405a990f.JPG;;text;/upload/iblock/101/101a6e322d853e6c512ca29b9ea329e0.JPG;;text;;;;PA12Y7;13;2990.0000;590.0000;;;;Сумка женская La Reine Blanche (Модель:PA12Y7) ;Сумка женская, La Reine Blanche;Сумка женская La Reine Blanche (Модель:PA12Y7) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
10501;Сумка женская из натуральной кожи;10501;Y;;;/upload/iblock/d10/d10299e86ee8d2dcec8d20224a789a68.JPG;;text;/upload/iblock/dc7/dc76bc04d2cb034f6952245ce7dd1835.JPG;;text;;;;LA12B4;13;6990.0000;1790.0000;;;;Сумка женская из натуральной кожи La Reine Blanche (Модель:LA12B4) ;Сумка женская из натуральной кожи, La Reine Blanche;Сумка женская из натуральной кожи La Reine Blanche (Модель:LA12B4) ;;;Осень - Зима `12-`13;Женская коллекция;Аксессуары
