IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_TAGS;IP_PROP17;IP_PROP18;IP_PROP19;IP_PROP16;IC_GROUP0;IC_GROUP1;IC_GROUP2
2096;Омск;550908;Y;;;;;text;;;text;;;Сибирский федеральный округ;54.9709;73.3938;Омская область;;;
2097;Москва;550909;Y;;;;;text;;;text;;;Центральный федеральный округ;55.7558;37.6176;Москва;;;
2109;Можайск;550910;Y;;;;;text;;;text;;;Центральный федеральный округ;55.5048;36.0336;Московская область;;;
2115;Подольск;550911;Y;;;;;text;;;text;;;Центральный федеральный округ;55.4320;37.5518;Московская область;;;
2128;Ноябрьск;550912;Y;;;;;text;;;text;;;Уральский федеральный округ;63.1757;75.4139;Ямало-Ненецкий автономный округ;;;
2129;Оса;550913;Y;;;;;text;;;text;;;Приволжский федеральный округ;57.2834;55.4547;Пермский край;;;
2130;Псков;550914;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;57.8244;28.3305;Псковская область;;;
2142;Муравленко;550915;Y;;;;;text;;;text;;;Уральский федеральный округ;63.7600;74.5244;Ямало-Ненецкий автономный округ;;;
2144;Отрадное;550916;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.7713;30.8160;Ленинградская область;;;
2148;Мурманск;550917;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;68.9532;33.1071;Мурманская область;;;
2149;Муром;550918;Y;;;;;text;;;text;;;Центральный федеральный округ;55.5743;42.0515;Владимирская область;;;
2152;Пулково;550919;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.7702;30.3447;Санкт-Петербург;;;
2156;Путилково;550920;Y;;;;;text;;;text;;;Центральный федеральный округ;55.8633;37.3915;Московская область;;;
2159;Пущино;550921;Y;;;;;text;;;text;;;Центральный федеральный округ;54.8414;37.6381;Московская область;;;
2163;Пушкино;550922;Y;;;;;text;;;text;;;Центральный федеральный округ;56.0116;37.8618;Московская область;;;
2169;Нытва;550923;Y;;;;;text;;;text;;;Приволжский федеральный округ;57.9405;55.3313;Пермский край;;;
2171;Мытищи;550924;Y;;;;;text;;;text;;;Центральный федеральный округ;55.9189;37.7584;Московская область;;;
2172;Пыть-ях;550925;Y;;;;;text;;;text;;;Уральский федеральный округ;60.7498;72.8593;Ханты-Мансийский автономный округ;;;
2174;Мышкин;550926;Y;;;;;text;;;text;;;Центральный федеральный округ;57.7875;38.4425;Ярославская область;;;
2176;Мегион;550927;Y;;;;;text;;;text;;;Уральский федеральный округ;61.0504;76.1135;Ханты-Мансийский автономный округ;;;
2177;Невинномысск;550928;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.6333;41.9336;Ставропольский край;;;
2179;Невьянск;550929;Y;;;;;text;;;text;;;Уральский федеральный округ;57.4919;60.2077;Свердловская область;;;
2183;Первомайск;550930;Y;;;;;text;;;text;;;Приволжский федеральный округ;54.8674;43.8211;Нижегородская область;;;
2189;Первоуральск;550931;Y;;;;;text;;;text;;;Уральский федеральный округ;56.9231;59.9422;Свердловская область;;;
2190;Пермь;550932;Y;;;;;text;;;text;;;Приволжский федеральный округ;57.9972;56.2353;Пермский край;;;
2195;Переславль-Залесский;550933;Y;;;;;text;;;text;;;Центральный федеральный округ;56.7421;38.8646;Ярославская область;;;
2197;Нерехта;550934;Y;;;;;text;;;text;;;Центральный федеральный округ;57.4533;40.5798;Костромская область;;;
2199;Нерюнгри;550935;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;56.6718;124.6504;Республика Саха (Якутия);;;
2211;Пенза;550936;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.2009;45.0104;Пензенская область;;;
2215;Менделеево;550937;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;54.7871;20.7471;Калининградская область;;;
2216;Менделеевск;550938;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.9089;52.2919;Республика Татарстан;;;
2223;Песьянка;550939;Y;;;;;text;;;text;;;Приволжский федеральный округ;57.3208;55.7956;Пермский край;;;
2226;Нехаевский;550940;Y;;;;;text;;;text;;;Южный федеральный округ;50.4167;41.7595;Волгоградская область;;;
2230;Петрозаводск;550941;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;61.7822;34.3621;Республика Карелия;;;
2233;Петропавловск-Камчатский;550942;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;53.0616;158.6225;Камчатский край;;;
2237;Нефтегорск;550943;Y;;;;;text;;;text;;;Приволжский федеральный округ;52.8029;51.1734;Самарская область;;;
2238;Нефтекамск;550944;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.0917;54.2617;Республика Башкортостан;;;
2239;Нефтекумск;550945;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.7537;44.9903;Ставропольский край;;;
2240;Нефтеюганск;550946;Y;;;;;text;;;text;;;Уральский федеральный округ;61.1023;72.6041;Ханты-Мансийский автономный округ;;;
2244;Медвежьегорск;550947;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;62.9115;34.4346;Республика Карелия;;;
2249;Междуреченск;550948;Y;;;;;text;;;text;;;Сибирский федеральный округ;53.7216;88.0688;Кемеровская область;;;
2252;Печора;550949;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;65.1445;57.2285;Республика Коми;;;
2255;Одинцово;550950;Y;;;;;text;;;text;;;Центральный федеральный округ;55.6717;37.2811;Московская область;;;
2261;Очер;550951;Y;;;;;text;;;text;;;Приволжский федеральный округ;57.8814;54.7206;Пермский край;;;
2265;Пятигорск;550952;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.0459;43.0587;Ставропольский край;;;
2271;Саракташ;550953;Y;;;;;text;;;text;;;Приволжский федеральный округ;51.7918;56.3522;Оренбургская область;;;
2272;Саранск;550954;Y;;;;;text;;;text;;;Приволжский федеральный округ;54.1814;45.1757;Республика Мордовия;;;
2274;Сарапул;550955;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.4763;53.7976;Республика Удмуртия;;;
2275;Саратов;550956;Y;;;;;text;;;text;;;Приволжский федеральный округ;51.5333;46.0346;Саратовская область;;;
2276;Саров;550957;Y;;;;;text;;;text;;;Приволжский федеральный округ;54.9301;43.3372;Нижегородская область;;;
2278;Салават;550958;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.3592;55.9299;Республика Башкортостан;;;
2280;Салым;550959;Y;;;;;text;;;text;;;Уральский федеральный округ;60.0660;71.4603;Ханты-Мансийский автономный округ;;;
2281;Сальск;550960;Y;;;;;text;;;text;;;Южный федеральный округ;46.4749;41.5354;Ростовская область;;;
2282;Салехард;550961;Y;;;;;text;;;text;;;Уральский федеральный округ;66.5309;66.6024;Ямало-Ненецкий автономный округ;;;
2284;Самара;550962;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.2022;50.1596;Самарская область;;;
2286;Свободный;550963;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;51.3936;128.1232;Амурская область;;;
2287;Санкт-Петербург;550964;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.9390;30.3158;Санкт-Петербург;;;
2294;Сатка;550965;Y;;;;;text;;;text;;;Уральский федеральный округ;55.0468;58.9731;Челябинская область;;;
2296;Сафоново;550966;Y;;;;;text;;;text;;;Центральный федеральный округ;55.1075;33.2676;Смоленская область;;;
2297;Светлоград;550967;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;45.3353;42.8549;Ставропольский край;;;
2298;Светлогорск;550968;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;54.9433;20.1552;Калининградская область;;;
2299;Светлый;550969;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;54.6771;20.1364;Калининградская область;;;
2301;Светлый Яр;550970;Y;;;;;text;;;text;;;Южный федеральный округ;48.4686;44.7490;Волгоградская область;;;
2305;Саяногорск;550971;Y;;;;;text;;;text;;;Сибирский федеральный округ;53.0896;91.4157;Республика Хакасия;;;
2308;Средняя Ахтуба;550972;Y;;;;;text;;;text;;;Южный федеральный округ;48.7089;44.8742;Волгоградская область;;;
2311;Сибай;550973;Y;;;;;text;;;text;;;Приволжский федеральный округ;52.7101;58.6637;Республика Башкортостан;;;
2315;Славянка;550974;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;42.8705;131.3716;Приморский край;;;
2317;Славянск-на-Кубани;550975;Y;;;;;text;;;text;;;Южный федеральный округ;45.2564;38.1249;Краснодарский край;;;
2323;Сковородино;550976;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;53.9843;123.9483;Амурская область;;;
2326;Собинка;550977;Y;;;;;text;;;text;;;Центральный федеральный округ;55.9843;39.9875;Владимирская область;;;
2334;Спасск-Дальний;550978;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;44.5977;132.8250;Приморский край;;;
2336;Совхоз имени Ленина;550979;Y;;;;;text;;;text;;;Центральный федеральный округ;55.5860;37.7325;Московская область;;;
2337;Советск;550980;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;55.0718;21.8826;Калининградская область;;;
2339;Советская Гавань;550981;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;48.9702;140.2913;Хабаровский край;;;
2341;Советский;550982;Y;;;;;text;;;text;;;Уральский федеральный округ;61.3667;63.5432;Ханты-Мансийский автономный округ;;;
2346;Сортавала;550983;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;61.7120;30.7028;Республика Карелия;;;
2348;Соликамск;550984;Y;;;;;text;;;text;;;Приволжский федеральный округ;59.6363;56.7668;Пермский край;;;
2355;Солнечная Долина;550985;Y;;;;;text;;;text;;;Уральский федеральный округ;56.0401;60.7278;Челябинская область;;;
2356;Солнечногорск;550986;Y;;;;;text;;;text;;;Центральный федеральный округ;56.1846;36.9784;Московская область;;;
2365;Смоленск;550987;Y;;;;;text;;;text;;;Центральный федеральный округ;54.7811;32.0489;Смоленская область;;;
2371;Сосновоборск;550988;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.1341;93.3832;Красноярский край;;;
2374;Сосновый Бор;550989;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.8931;29.0950;Ленинградская область;;;
2375;Снежинск;550990;Y;;;;;text;;;text;;;Уральский федеральный округ;55.8918;60.7637;Челябинская область;;;
2377;Сочи;550991;Y;;;;;text;;;text;;;Южный федеральный округ;43.6116;39.7225;Краснодарский край;;;
2378;Ставрополь;550992;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;45.0391;41.9821;Ставропольский край;;;
2379;Старая Русса;550993;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;57.9897;31.3522;Новгородская область;;;
2381;Старая Купавна;550994;Y;;;;;text;;;text;;;Центральный федеральный округ;55.8069;38.1789;Московская область;;;
2383;Старая Полтавка;550995;Y;;;;;text;;;text;;;Южный федеральный округ;50.4768;46.4811;Волгоградская область;;;
2384;Старая Чара;550996;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.9044;118.2502;Забайкальский край;;;
2393;Старый Оскол;550997;Y;;;;;text;;;text;;;Центральный федеральный округ;51.3049;37.8569;Белгородская область;;;
2394;Суворов;550998;Y;;;;;text;;;text;;;Центральный федеральный округ;54.1252;36.4994;Тульская область;;;
2401;Сургут;550999;Y;;;;;text;;;text;;;Уральский федеральный округ;61.2572;73.4010;Ханты-Мансийский автономный округ;;;
2408;Стрежевой;551000;Y;;;;;text;;;text;;;Сибирский федеральный округ;60.7391;77.5504;Томская область;;;
2412;Сходня;551001;Y;;;;;text;;;text;;;Центральный федеральный округ;55.9453;37.3092;Московская область;;;
2418;Сухой Лог;551002;Y;;;;;text;;;text;;;Уральский федеральный округ;56.8960;62.0276;Свердловская область;;;
2419;Ступино;551003;Y;;;;;text;;;text;;;Центральный федеральный округ;54.8984;38.0867;Московская область;;;
2421;Стерлитамак;551004;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.6223;55.9576;Республика Башкортостан;;;
2423;Степное;551005;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.2727;44.5749;Ставропольский край;;;
2427;Сызрань;551006;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.1731;48.4693;Самарская область;;;
2428;Сыктывкар;551007;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;61.6819;50.8128;Республика Коми;;;
2429;Сысерть;551008;Y;;;;;text;;;text;;;Уральский федеральный округ;56.5026;60.8073;Свердловская область;;;
2433;Северобайкальск;551009;Y;;;;;text;;;text;;;Сибирский федеральный округ;55.6344;109.3253;Республика Бурятия;;;
2439;Северодвинск;551010;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;64.5669;39.8468;Архангельская область;;;
2440;Северск;551011;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.6000;84.8500;Томская область;;;
2443;Сегежа;551012;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;63.7434;34.3031;Республика Карелия;;;
2444;Сергач;551013;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.5275;45.4632;Нижегородская область;;;
2445;Сергиев Посад;551014;Y;;;;;text;;;text;;;Центральный федеральный округ;56.3107;38.1330;Московская область;;;
2448;Серов;551015;Y;;;;;text;;;text;;;Уральский федеральный округ;59.5982;60.5885;Свердловская область;;;
2450;Серпухов;551016;Y;;;;;text;;;text;;;Центральный федеральный округ;54.9206;37.4169;Московская область;;;
2451;Сертолово;551017;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;60.1458;30.2110;Ленинградская область;;;
2459;Селятино;551018;Y;;;;;text;;;text;;;Центральный федеральный округ;55.5146;36.9761;Московская область;;;
2461;Семикаракорск;551019;Y;;;;;text;;;text;;;Южный федеральный округ;47.5140;40.8115;Ростовская область;;;
2463;Семенов;551020;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.7925;44.5010;Нижегородская область;;;
2465;Сестрорецк;551021;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;60.0832;29.9567;Санкт-Петербург;;;
2471;Хабаровск;551022;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;48.4767;135.0941;Хабаровский край;;;
2473;Таганрог;551023;Y;;;;;text;;;text;;;Южный федеральный округ;47.2217;38.8933;Ростовская область;;;
2487;Тарасовский;551024;Y;;;;;text;;;text;;;Южный федеральный округ;48.7302;40.3686;Ростовская область;;;
2488;Тарко-сале;551025;Y;;;;;text;;;text;;;Уральский федеральный округ;64.9197;77.7882;Ямало-Ненецкий автономный округ;;;
2493;Тайга;551026;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.0613;85.6228;Кемеровская область;;;
2497;Углич;551027;Y;;;;;text;;;text;;;Центральный федеральный округ;57.5247;38.3328;Ярославская область;;;
2502;Таксимо;551028;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.3394;114.8923;Республика Бурятия;;;
2507;Тайшет;551029;Y;;;;;text;;;text;;;Сибирский федеральный округ;55.9342;97.9912;Иркутская область;;;
2509;Тамбов;551030;Y;;;;;text;;;text;;;Центральный федеральный округ;52.7211;41.4174;Тамбовская область;;;
2511;Ханты-Мансийск;551031;Y;;;;;text;;;text;;;Уральский федеральный округ;61.0008;69.0062;Ханты-Мансийский автономный округ;;;
2513;Хасавюрт;551032;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;43.2468;46.5894;Республика Дагестан;;;
2516;Татищево;551033;Y;;;;;text;;;text;;;Приволжский федеральный округ;51.6722;45.5981;Саратовская область;;;
2519;Тверь;551034;Y;;;;;text;;;text;;;Центральный федеральный округ;56.8579;35.9238;Тверская область;;;
2520;Увельский;551035;Y;;;;;text;;;text;;;Уральский федеральный округ;54.4361;61.3765;Челябинская область;;;
2523;Таштагол;551036;Y;;;;;text;;;text;;;Сибирский федеральный округ;52.7660;87.8762;Кемеровская область;;;
2528;Урай;551037;Y;;;;;text;;;text;;;Уральский федеральный округ;60.1333;64.8091;Ханты-Мансийский автономный округ;;;
2530;Фролово;551038;Y;;;;;text;;;text;;;Южный федеральный округ;49.7693;43.6568;Волгоградская область;;;
2531;Троицк;551039;Y;;;;;text;;;text;;;Центральный федеральный округ;55.4965;37.3184;Московская область;;;
2532;Троицк;551040;Y;;;;;text;;;text;;;Уральский федеральный округ;54.1105;61.5801;Челябинская область;;;
2543;Трудовое;551041;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;43.3014;132.0853;Приморский край;;;
2544;Урень;551042;Y;;;;;text;;;text;;;Приволжский федеральный округ;57.4608;45.7850;Нижегородская область;;;
2545;Трехгорный;551043;Y;;;;;text;;;text;;;Уральский федеральный округ;54.8000;58.4500;Челябинская область;;;
2547;Урюпинск;551044;Y;;;;;text;;;text;;;Южный федеральный округ;50.8029;42.0295;Волгоградская область;;;
2548;Фрязино;551045;Y;;;;;text;;;text;;;Центральный федеральный округ;55.9569;38.0579;Московская область;;;
2549;Фрязево;551046;Y;;;;;text;;;text;;;Центральный федеральный округ;55.7312;38.4686;Московская область;;;
2551;Улан-Удэ;551047;Y;;;;;text;;;text;;;Сибирский федеральный округ;51.8408;107.6081;Республика Бурятия;;;
2555;Хилок;551048;Y;;;;;text;;;text;;;Сибирский федеральный округ;51.3539;110.4624;Забайкальский край;;;
2558;Тимашевск;551049;Y;;;;;text;;;text;;;Южный федеральный округ;45.6169;38.9431;Краснодарский край;;;
2560;Химки;551050;Y;;;;;text;;;text;;;Центральный федеральный округ;55.8878;37.4442;Московская область;;;
2567;Тихвин;551051;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.6382;33.5160;Ленинградская область;;;
2568;Тихорецк;551052;Y;;;;;text;;;text;;;Южный федеральный округ;45.8532;40.1283;Краснодарский край;;;
2571;Ульяновск;551053;Y;;;;;text;;;text;;;Приволжский федеральный округ;54.3215;48.3857;Ульяновская область;;;
2577;Тобольск;551054;Y;;;;;text;;;text;;;Уральский федеральный округ;58.1841;68.2546;Тюменская область;;;
2582;Хороль;551055;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;44.4254;132.0739;Приморский край;;;
2588;Фокино;551056;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;42.9706;132.4067;Приморский край;;;
2594;Холмск;551057;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;47.0625;142.0613;Сахалинская область;;;
2596;Тольятти;551058;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.5356;49.4096;Самарская область;;;
2598;Топки;551059;Y;;;;;text;;;text;;;Сибирский федеральный округ;55.2720;85.6145;Кемеровская область;;;
2599;Томилино;551060;Y;;;;;text;;;text;;;Центральный федеральный округ;55.6531;37.9497;Московская область;;;
2601;Томск;551061;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.4640;84.9625;Томская область;;;
2612;Усинск;551062;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;66.0093;57.5474;Республика Коми;;;
2618;Уссурийск;551063;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;43.8163;131.9894;Приморский край;;;
2626;Усть-Илимск;551064;Y;;;;;text;;;text;;;Сибирский федеральный округ;58.0315;102.8178;Иркутская область;;;
2627;Усть-Кинельский;551065;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.2686;50.5684;Самарская область;;;
2630;Усть-Кут;551066;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.7980;105.7656;Иркутская область;;;
2644;Уфа;551067;Y;;;;;text;;;text;;;Приволжский федеральный округ;54.7355;55.9920;Республика Башкортостан;;;
2645;Туапсе;551068;Y;;;;;text;;;text;;;Южный федеральный округ;44.1035;39.0747;Краснодарский край;;;
2656;Тула;551069;Y;;;;;text;;;text;;;Центральный федеральный округ;54.1967;37.6178;Тульская область;;;
2657;Туймазы;551070;Y;;;;;text;;;text;;;Приволжский федеральный округ;54.6017;53.7255;Республика Башкортостан;;;
2661;Ухта;551071;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;63.5696;53.6730;Республика Коми;;;
2662;Тутаев;551072;Y;;;;;text;;;text;;;Центральный федеральный округ;57.6157;39.7840;Ярославская область;;;
2665;Тымовское;551073;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;50.8508;142.6602;Сахалинская область;;;
2666;Тында;551074;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;55.1499;124.7225;Амурская область;;;
2673;Терней;551075;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;45.0429;136.6047;Приморский край;;;
2678;Тейково;551076;Y;;;;;text;;;text;;;Центральный федеральный округ;56.8550;40.5327;Ивановская область;;;
2679;Темрюк;551077;Y;;;;;text;;;text;;;Южный федеральный округ;45.2798;37.3809;Краснодарский край;;;
2687;Удомля;551078;Y;;;;;text;;;text;;;Центральный федеральный округ;57.8727;35.0078;Тверская область;;;
2695;Тюмень;551079;Y;;;;;text;;;text;;;Уральский федеральный округ;57.1549;65.5156;Тюменская область;;;
2698;Учалы;551080;Y;;;;;text;;;text;;;Приволжский федеральный округ;54.3026;59.4243;Республика Башкортостан;;;
2707;Щербинка;551081;Y;;;;;text;;;text;;;Центральный федеральный округ;55.4998;37.5768;Московская область;;;
2708;Щелково;551082;Y;;;;;text;;;text;;;Центральный федеральный округ;55.9175;38.0114;Московская область;;;
2711;Элиста;551083;Y;;;;;text;;;text;;;Южный федеральный округ;46.3130;44.2535;Республика Калмыкия;;;
2713;Электрогорск;551084;Y;;;;;text;;;text;;;Центральный федеральный округ;55.8830;38.7804;Московская область;;;
2714;Электросталь;551085;Y;;;;;text;;;text;;;Центральный федеральный округ;55.7870;38.4356;Московская область;;;
2715;Электроугли;551086;Y;;;;;text;;;text;;;Центральный федеральный округ;55.7287;38.1977;Московская область;;;
2716;Энгельс;551087;Y;;;;;text;;;text;;;Приволжский федеральный округ;51.4797;46.1101;Саратовская область;;;
2718;Егорлык;551088;Y;;;;;text;;;text;;;Южный федеральный округ;46.2932;41.7854;Ростовская область;;;
2719;Егорлыкская;551089;Y;;;;;text;;;text;;;Южный федеральный округ;46.5707;40.6662;Ростовская область;;;
2720;Егорьевск;551090;Y;;;;;text;;;text;;;Центральный федеральный округ;55.3800;39.0357;Московская область;;;
2725;Ерофей-Павлович;551091;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;53.9632;121.9544;Амурская область;;;
2730;Елабуга;551092;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.7618;52.0614;Республика Татарстан;;;
2731;Елань;551093;Y;;;;;text;;;text;;;Южный федеральный округ;50.9490;43.7233;Волгоградская область;;;
2732;Екатеринбург;551094;Y;;;;;text;;;text;;;Уральский федеральный округ;56.8378;60.5968;Свердловская область;;;
2734;Елизово;551095;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;53.1830;158.3823;Камчатский край;;;
2737;Ейск;551096;Y;;;;;text;;;text;;;Южный федеральный округ;46.6919;38.2856;Краснодарский край;;;
2743;Елец;551097;Y;;;;;text;;;text;;;Центральный федеральный округ;52.6220;38.5053;Липецкая область;;;
2745;Еманжелинск;551098;Y;;;;;text;;;text;;;Уральский федеральный округ;54.7529;61.3248;Челябинская область;;;
2749;Ессентуки;551099;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.0498;42.8572;Ставропольский край;;;
2750;Ефремов;551100;Y;;;;;text;;;text;;;Центральный федеральный округ;53.1391;38.1137;Тульская область;;;
2759;Далматово;551101;Y;;;;;text;;;text;;;Уральский федеральный округ;56.2644;62.9326;Курганская область;;;
2760;Дальнегорск;551102;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;44.5608;135.5703;Приморский край;;;
2761;Дальнереченск;551103;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;45.9287;133.7382;Приморский край;;;
2768;Дзержинск;551104;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.2354;43.4453;Нижегородская область;;;
2769;Дзержинский;551105;Y;;;;;text;;;text;;;Центральный федеральный округ;55.6281;37.8398;Московская область;;;
2773;Дивногорск;551106;Y;;;;;text;;;text;;;Сибирский федеральный округ;55.9502;92.3751;Красноярский край;;;
2775;Дивное;551107;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;45.9095;43.3489;Ставропольский край;;;
2776;Жигулевск;551108;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.4112;49.5349;Самарская область;;;
2780;Жирновск;551109;Y;;;;;text;;;text;;;Южный федеральный округ;50.9817;44.7729;Волгоградская область;;;
2782;Димитровград;551110;Y;;;;;text;;;text;;;Приволжский федеральный округ;54.2236;49.6151;Ульяновская область;;;
2789;Добрянка;551111;Y;;;;;text;;;text;;;Приволжский федеральный округ;58.4603;56.4089;Пермский край;;;
2795;Долгопрудный;551112;Y;;;;;text;;;text;;;Центральный федеральный округ;55.9297;37.5246;Московская область;;;
2799;Дмитров;551113;Y;;;;;text;;;text;;;Центральный федеральный округ;56.3625;37.5411;Московская область;;;
2804;Домодедово;551114;Y;;;;;text;;;text;;;Центральный федеральный округ;55.4554;37.7578;Московская область;;;
2809;Дубна;551115;Y;;;;;text;;;text;;;Центральный федеральный округ;56.7552;37.1397;Московская область;;;
2811;Дубовка;551116;Y;;;;;text;;;text;;;Южный федеральный округ;49.0588;44.8174;Волгоградская область;;;
2818;Жуковский;551117;Y;;;;;text;;;text;;;Центральный федеральный округ;55.5933;38.1196;Московская область;;;
2824;Дудинка;551118;Y;;;;;text;;;text;;;Сибирский федеральный округ;69.4083;86.1817;Красноярский край;;;
2832;Железногорск;551119;Y;;;;;text;;;text;;;Центральный федеральный округ;52.3257;35.3694;Курская область;;;
2833;Железногорск;551120;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.2500;93.5333;Красноярский край;;;
2834;Железногорск-Илимский;551121;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.5751;104.1175;Иркутская область;;;
2835;Железноводск;551122;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.1428;43.0167;Ставропольский край;;;
2836;Железнодорожный;551123;Y;;;;;text;;;text;;;Центральный федеральный округ;55.7474;38.0069;Московская область;;;
2839;Демидово;551124;Y;;;;;text;;;text;;;Центральный федеральный округ;55.3979;40.3006;Владимирская область;;;
2842;Десногорск;551125;Y;;;;;text;;;text;;;Центральный федеральный округ;54.1548;33.2865;Смоленская область;;;
2844;Дедовск;551126;Y;;;;;text;;;text;;;Центральный федеральный округ;55.8617;37.1302;Московская область;;;
2849;Цимлянск;551127;Y;;;;;text;;;text;;;Южный федеральный округ;47.6510;42.0907;Ростовская область;;;
2850;Целина;551128;Y;;;;;text;;;text;;;Южный федеральный округ;46.5291;41.0270;Ростовская область;;;
2856;Чайковский;551129;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.7644;54.1063;Пермский край;;;
2857;Чалтырь;551130;Y;;;;;text;;;text;;;Южный федеральный округ;47.2865;39.5024;Ростовская область;;;
2858;Чапаевск;551131;Y;;;;;text;;;text;;;Приволжский федеральный округ;52.9696;49.6929;Самарская область;;;
2859;Чамзинка;551132;Y;;;;;text;;;text;;;Приволжский федеральный округ;54.4133;45.7912;Республика Мордовия;;;
2870;Чита;551133;Y;;;;;text;;;text;;;Сибирский федеральный округ;52.0454;113.4986;Забайкальский край;;;
2878;Чусовой;551134;Y;;;;;text;;;text;;;Приволжский федеральный округ;58.2882;57.8267;Пермский край;;;
2880;Чудово;551135;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.1268;31.6815;Новгородская область;;;
2882;Чебаркуль;551136;Y;;;;;text;;;text;;;Уральский федеральный округ;54.9931;60.3858;Челябинская область;;;
2883;Чебоксары;551137;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.1375;47.2440;Республика Чувашия;;;
