IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_TAGS;IP_PROP17;IP_PROP18;IP_PROP19;IP_PROP16;IC_GROUP0;IC_GROUP1;IC_GROUP2
452;Новотроицкое;550438;Y;;;;;text;;;text;;;Восточная Украина;46.3544;34.3361;Херсонская область;;;
456;Белозёрка;550439;Y;;;;;text;;;text;;;Восточная Украина;46.6292;32.4403;Херсонская область;;;
458;Одесса;550440;Y;;;;;text;;;text;;;Восточная Украина;46.4667;30.7333;Одесская область;;;
459;Измаил;550441;Y;;;;;text;;;text;;;Восточная Украина;45.3517;28.8364;Одесская область;;;
460;Ильичёвск;550442;Y;;;;;text;;;text;;;Восточная Украина;46.3055;30.6622;Одесская область;;;
461;Белгород-Днестровский;550443;Y;;;;;text;;;text;;;Восточная Украина;46.1868;30.3284;Одесская область;;;
462;Котовск;550444;Y;;;;;text;;;text;;;Восточная Украина;47.7500;29.5333;Одесская область;;;
464;Южное;550445;Y;;;;;text;;;text;;;Восточная Украина;46.6245;31.1029;Одесская область;;;
465;Килия;550446;Y;;;;;text;;;text;;;Восточная Украина;45.4672;29.2589;Одесская область;;;
467;Раздельная;550447;Y;;;;;text;;;text;;;Восточная Украина;46.8486;30.0792;Одесская область;;;
468;Болград;550448;Y;;;;;text;;;text;;;Восточная Украина;45.6779;28.6301;Одесская область;;;
470;Беляевка;550449;Y;;;;;text;;;text;;;Восточная Украина;46.4731;30.2140;Одесская область;;;
471;Овидиополь;550450;Y;;;;;text;;;text;;;Восточная Украина;46.2447;30.4447;Одесская область;;;
477;Теплодар;550451;Y;;;;;text;;;text;;;Восточная Украина;46.5000;30.3333;Одесская область;;;
478;Вилково;550452;Y;;;;;text;;;text;;;Восточная Украина;45.4000;29.5833;Одесская область;;;
479;Алупка;550453;Y;;;;;text;;;text;;;Восточная Украина;44.4197;34.0431;Крым;;;
480;Алушта;550454;Y;;;;;text;;;text;;;Восточная Украина;44.6764;34.4100;Крым;;;
481;Армянск;550455;Y;;;;;text;;;text;;;Восточная Украина;46.1072;33.6933;Крым;;;
482;Бахчисарай;550456;Y;;;;;text;;;text;;;Восточная Украина;44.7528;33.8608;Крым;;;
484;Джанкой;550457;Y;;;;;text;;;text;;;Восточная Украина;45.7086;34.3933;Крым;;;
485;Евпатория;550458;Y;;;;;text;;;text;;;Восточная Украина;45.1904;33.3669;Крым;;;
487;Керчь;550459;Y;;;;;text;;;text;;;Восточная Украина;45.3553;36.4708;Крым;;;
488;Красноперекопск;550460;Y;;;;;text;;;text;;;Восточная Украина;45.9549;33.7998;Крым;;;
489;Саки;550461;Y;;;;;text;;;text;;;Восточная Украина;45.1336;33.5772;Крым;;;
490;Севастополь;550462;Y;;;;;text;;;text;;;Восточная Украина;44.5089;33.6005;Севастополь;;;
491;Симферополь;550463;Y;;;;;text;;;text;;;Восточная Украина;44.9521;34.1024;Крым;;;
493;Судак;550464;Y;;;;;text;;;text;;;Восточная Украина;44.8505;34.9762;Крым;;;
494;Феодосия;550465;Y;;;;;text;;;text;;;Восточная Украина;45.0319;35.3824;Крым;;;
496;Щёлкино;550466;Y;;;;;text;;;text;;;Восточная Украина;45.4281;35.8165;Крым;;;
497;Ялта;550467;Y;;;;;text;;;text;;;Восточная Украина;44.4976;34.1699;Крым;;;
498;Добромиль;550468;Y;;;;;text;;;text;;;Западная Украина;49.5667;22.7833;Львовская область;;;
499;Научный;550469;Y;;;;;text;;;text;;;Восточная Украина;44.7258;34.0117;Крым;;;
501;Узин;550470;Y;;;;;text;;;text;;;Центральная Украина;49.8191;30.4261;Киевская область;;;
502;Барышевка;550471;Y;;;;;text;;;text;;;Центральная Украина;50.3490;31.3234;Киевская область;;;
503;Мамаевцы;550472;Y;;;;;text;;;text;;;Западная Украина;48.3503;25.8256;Черновицкая область;;;
504;Беспятное;550473;Y;;;;;text;;;text;;;Центральная Украина;50.1608;30.2600;Киевская область;;;
505;Овлаши;550474;Y;;;;;text;;;text;;;Центральная Украина;50.7652;33.4212;Сумская область;;;
506;Курахово;550475;Y;;;;;text;;;text;;;Восточная Украина;47.9833;37.2667;Донецкая область;;;
507;Оноковцы;550476;Y;;;;;text;;;text;;;Западная Украина;48.6542;22.3417;Закарпатская область;;;
509;Перечин;550477;Y;;;;;text;;;text;;;Западная Украина;48.7342;22.4742;Закарпатская область;;;
511;Великий Берёзный;550478;Y;;;;;text;;;text;;;Западная Украина;48.8936;22.4575;Закарпатская область;;;
514;Мостиска;550479;Y;;;;;text;;;text;;;Западная Украина;49.7942;23.1525;Львовская область;;;
521;Галич;550480;Y;;;;;text;;;text;;;Западная Украина;49.1251;24.7296;Ивано-Франковская область;;;
536;Шаргород;550481;Y;;;;;text;;;text;;;Центральная Украина;48.7401;28.0870;Винницкая область;;;
543;Черневцы;550482;Y;;;;;text;;;text;;;Центральная Украина;48.5428;28.1075;Винницкая область;;;
550;Бородянка;550483;Y;;;;;text;;;text;;;Центральная Украина;50.6439;29.9339;Киевская область;;;
551;Макаров;550484;Y;;;;;text;;;text;;;Центральная Украина;50.4620;29.8181;Киевская область;;;
554;Чернобыль;550485;Y;;;;;text;;;text;;;Центральная Украина;51.2619;30.2360;Киевская область;;;
557;Катеринополь;550486;Y;;;;;text;;;text;;;Центральная Украина;48.9482;30.9625;Черкасская область;;;
619;Валки;550487;Y;;;;;text;;;text;;;Восточная Украина;49.8400;35.6135;Харьковская область;;;
621;Кегичёвка;550488;Y;;;;;text;;;text;;;Восточная Украина;49.2858;35.7622;Харьковская область;;;
622;Краснокутск;550489;Y;;;;;text;;;text;;;Восточная Украина;50.0567;35.1492;Харьковская область;;;
640;Амвросиевка;550490;Y;;;;;text;;;text;;;Восточная Украина;47.7904;38.4738;Донецкая область;;;
649;Марковка;550491;Y;;;;;text;;;text;;;Восточная Украина;49.5253;39.5556;Луганская область;;;
653;Нижнегорский;550492;Y;;;;;text;;;text;;;Восточная Украина;45.4488;34.7364;Крым;;;
659;Лиманское;550493;Y;;;;;text;;;text;;;Восточная Украина;46.6639;29.9708;Одесская область;;;
660;Зазимье;550494;Y;;;;;text;;;text;;;Центральная Украина;50.5681;30.6833;Киевская область;;;
662;Гагарин;550495;Y;;;;;text;;;text;;;Центральный федеральный округ;55.5509;35.0150;Смоленская область;;;
665;Бабаево;550496;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.3853;35.9507;Вологодская область;;;
666;Багаевский;550497;Y;;;;;text;;;text;;;Южный федеральный округ;47.2668;40.4077;Ростовская область;;;
671;Гаврилов-ям;550498;Y;;;;;text;;;text;;;Центральный федеральный округ;57.3021;39.8568;Ярославская область;;;
676;Абакан;550499;Y;;;;;text;;;text;;;Сибирский федеральный округ;53.7292;91.4612;Республика Хакасия;;;
690;Баргузин;550500;Y;;;;;text;;;text;;;Сибирский федеральный округ;53.6250;109.6278;Республика Бурятия;;;
693;Барнаул;550501;Y;;;;;text;;;text;;;Сибирский федеральный округ;53.3563;83.7617;Алтайский край;;;
698;Гай;550502;Y;;;;;text;;;text;;;Приволжский федеральный округ;51.4677;58.4547;Оренбургская область;;;
699;Балабаново;550503;Y;;;;;text;;;text;;;Центральный федеральный округ;55.1766;36.6493;Калужская область;;;
700;Балаково;550504;Y;;;;;text;;;text;;;Приволжский федеральный округ;52.0211;47.8058;Саратовская область;;;
702;Балахна;550505;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.4807;43.5404;Нижегородская область;;;
704;Балашиха;550506;Y;;;;;text;;;text;;;Центральный федеральный округ;55.8204;37.9689;Московская область;;;
705;Балашов;550507;Y;;;;;text;;;text;;;Приволжский федеральный округ;51.5374;43.1529;Саратовская область;;;
707;Байконур;550508;Y;;;;;text;;;text;;;Сибирский федеральный округ;45.6282;63.3046;Республика Алтай;;;
710;Абинск;550509;Y;;;;;text;;;text;;;Южный федеральный округ;44.8649;38.1719;Краснодарский край;;;
715;Валуйки;550510;Y;;;;;text;;;text;;;Центральный федеральный округ;50.2133;38.1020;Белгородская область;;;
719;Галенки;550511;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;44.0729;131.7887;Приморский край;;;
722;Ванино;550512;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;49.0944;140.2611;Хабаровский край;;;
727;Батайск;550513;Y;;;;;text;;;text;;;Южный федеральный округ;47.1388;39.7547;Ростовская область;;;
730;Гатчина;550514;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.5599;30.1386;Ленинградская область;;;
737;Азов;550515;Y;;;;;text;;;text;;;Южный федеральный округ;47.0990;39.4386;Ростовская область;;;
746;Братск;550516;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.1697;101.5916;Иркутская область;;;
750;Арзгир;550517;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;45.3688;44.2183;Ставропольский край;;;
751;Арзамас;550518;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.4032;43.8361;Нижегородская область;;;
755;Армавир;550519;Y;;;;;text;;;text;;;Южный федеральный округ;44.9964;41.1206;Краснодарский край;;;
756;Грозный;550520;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;43.3098;45.6704;Республика Чечня;;;
760;Бронницы;550521;Y;;;;;text;;;text;;;Центральный федеральный округ;55.4194;38.2767;Московская область;;;
762;Арсеньев;550522;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;44.1618;133.2855;Приморский край;;;
764;Архангельск;550523;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;64.5369;40.5656;Архангельская область;;;
769;Артем;550524;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;43.3557;132.1867;Приморский край;;;
770;Артемовский;550525;Y;;;;;text;;;text;;;Уральский федеральный округ;57.3382;61.9035;Свердловская область;;;
772;Гремячинск;550526;Y;;;;;text;;;text;;;Приволжский федеральный округ;58.5666;57.8418;Пермский край;;;
779;Грязовец;550527;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;58.8823;40.2474;Вологодская область;;;
780;Брянск;550528;Y;;;;;text;;;text;;;Центральный федеральный округ;53.3107;34.3004;Брянская область;;;
786;Благовещенск;550529;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;50.2749;127.5341;Амурская область;;;
787;Благодарный;550530;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;45.1001;43.4281;Ставропольский край;;;
788;Глазов;550531;Y;;;;;text;;;text;;;Приволжский федеральный округ;58.1353;52.6624;Республика Удмуртия;;;
790;Алапаевск;550532;Y;;;;;text;;;text;;;Уральский федеральный округ;57.8541;61.7057;Свердловская область;;;
794;Владивосток;550533;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;43.1307;131.9238;Приморский край;;;
795;Владикавказ;550534;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;43.0312;44.6758;Республика Северная Осетия (Алания);;;
796;Владимир;550535;Y;;;;;text;;;text;;;Центральный федеральный округ;56.1277;40.4076;Владимирская область;;;
800;Биробиджан;550536;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;48.8007;132.8991;Еврейская автономная область;;;
801;Бирск;550537;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.4175;55.5452;Республика Башкортостан;;;
807;Бийск;550538;Y;;;;;text;;;text;;;Сибирский федеральный округ;52.5413;85.2170;Алтайский край;;;
811;Вилючинск;550539;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;52.9398;158.4090;Камчатский край;;;
815;Аксай;550540;Y;;;;;text;;;text;;;Южный федеральный округ;47.2669;39.8691;Ростовская область;;;
820;Вихоревка;550541;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.1107;101.1803;Иркутская область;;;
826;Альметьевск;550542;Y;;;;;text;;;text;;;Приволжский федеральный округ;54.8932;52.3462;Республика Татарстан;;;
828;Александров;550543;Y;;;;;text;;;text;;;Центральный федеральный округ;56.3968;38.7242;Владимирская область;;;
832;Александровск;550544;Y;;;;;text;;;text;;;Приволжский федеральный округ;59.1592;57.6040;Пермский край;;;
833;Александровск-Сахалинский;550545;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;50.9008;142.1520;Сахалинская область;;;
834;Александровское;550546;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.7165;43.0163;Ставропольский край;;;
837;Алексин;550547;Y;;;;;text;;;text;;;Центральный федеральный округ;54.5095;37.0617;Тульская область;;;
838;Алексеевка;550548;Y;;;;;text;;;text;;;Центральный федеральный округ;50.6342;38.7142;Белгородская область;;;
844;Алдан;550549;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;58.6022;125.3687;Республика Саха (Якутия);;;
846;Видное;550550;Y;;;;;text;;;text;;;Центральный федеральный округ;55.5567;37.7125;Московская область;;;
856;Ангарск;550551;Y;;;;;text;;;text;;;Сибирский федеральный округ;52.5417;103.9195;Иркутская область;;;
860;Бобров;550552;Y;;;;;text;;;text;;;Центральный федеральный округ;51.0921;40.0351;Воронежская область;;;
861;Анапа;550553;Y;;;;;text;;;text;;;Южный федеральный округ;44.8950;37.3310;Краснодарский край;;;
864;Богородск;550554;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.0996;43.5073;Нижегородская область;;;
869;Апатиты;550555;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;67.5796;33.3910;Мурманская область;;;
870;Богучар;550556;Y;;;;;text;;;text;;;Центральный федеральный округ;49.9374;40.5593;Воронежская область;;;
872;Богданович;550557;Y;;;;;text;;;text;;;Уральский федеральный округ;56.7866;62.0410;Свердловская область;;;
873;Анадырь;550558;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;64.7367;177.4774;Чукотский автономный округ;;;
875;Бор;550559;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.3604;44.0590;Нижегородская область;;;
879;Борисоглебск;550560;Y;;;;;text;;;text;;;Центральный федеральный округ;51.3659;42.0805;Воронежская область;;;
881;Воркута;550561;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;67.4850;64.0297;Республика Коми;;;
882;Боровичи;550562;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;58.3950;33.9012;Новгородская область;;;
884;Боровск;550563;Y;;;;;text;;;text;;;Центральный федеральный округ;55.2021;36.4794;Калужская область;;;
885;Воробьевка;550564;Y;;;;;text;;;text;;;Центральный федеральный округ;50.6439;40.9452;Воронежская область;;;
887;Горно-Алтайск;550565;Y;;;;;text;;;text;;;Сибирский федеральный округ;51.9581;85.9713;Республика Алтай;;;
888;Горнозаводск;550566;Y;;;;;text;;;text;;;Приволжский федеральный округ;58.3753;58.3229;Пермский край;;;
889;Воронеж;550567;Y;;;;;text;;;text;;;Центральный федеральный округ;51.6600;39.1974;Воронежская область;;;
895;Городище;550568;Y;;;;;text;;;text;;;Южный федеральный округ;48.8005;44.4784;Волгоградская область;;;
897;Городец;550569;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.6502;43.4704;Нижегородская область;;;
906;Анива;550570;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;46.7186;142.5255;Сахалинская область;;;
908;Волгоград;550571;Y;;;;;text;;;text;;;Южный федеральный округ;48.7181;44.5046;Волгоградская область;;;
910;Волгодонск;550572;Y;;;;;text;;;text;;;Южный федеральный округ;47.5190;42.1412;Ростовская область;;;
911;Голицыно;550573;Y;;;;;text;;;text;;;Центральный федеральный округ;55.6095;36.9840;Московская область;;;
915;Бологое;550574;Y;;;;;text;;;text;;;Центральный федеральный округ;57.8763;34.0739;Тверская область;;;
917;Вологда;550575;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.2152;39.8767;Вологодская область;;;
918;Волоколамск;550576;Y;;;;;text;;;text;;;Центральный федеральный округ;56.0457;35.9440;Московская область;;;
919;Волоконовка;550577;Y;;;;;text;;;text;;;Центральный федеральный округ;50.4819;37.8625;Белгородская область;;;
920;Волосово;550578;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.4475;29.4687;Ленинградская область;;;
928;Волхов;550579;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.9253;32.3296;Ленинградская область;;;
930;Вольно-Надеждинское;550580;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;43.3760;131.9861;Приморский край;;;
932;Вольск;550581;Y;;;;;text;;;text;;;Приволжский федеральный округ;52.0449;47.3760;Саратовская область;;;
943;Большой Камень;550582;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;43.1110;132.3470;Приморский край;;;
956;Волжск;550583;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.8704;48.3560;Республика Марий Эл;;;
957;Волжский;550584;Y;;;;;text;;;text;;;Южный федеральный округ;48.7951;44.8007;Волгоградская область;;;
959;Анна;550585;Y;;;;;text;;;text;;;Центральный федеральный округ;51.4854;40.4329;Воронежская область;;;
962;Воскресенск;550586;Y;;;;;text;;;text;;;Центральный федеральный округ;55.3175;38.6859;Московская область;;;
963;Воскресенское;550587;Y;;;;;text;;;text;;;Центральный федеральный округ;55.4257;38.0574;Московская область;;;
968;Амурск;550588;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;50.2258;136.9071;Хабаровский край;;;
969;Воткинск;550589;Y;;;;;text;;;text;;;Приволжский федеральный округ;57.0575;53.9951;Республика Удмуртия;;;
970;Внуково;550590;Y;;;;;text;;;text;;;Центральный федеральный округ;55.6069;37.3107;Московская область;;;
973;Бодайбо;550591;Y;;;;;text;;;text;;;Сибирский федеральный округ;57.8475;114.1762;Иркутская область;;;
975;Анжеро-Судженск;550592;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.0644;86.0234;Кемеровская область;;;
977;Асбест;550593;Y;;;;;text;;;text;;;Уральский федеральный округ;57.0057;61.4697;Свердловская область;;;
982;Астрахань;550594;Y;;;;;text;;;text;;;Южный федеральный округ;46.3549;48.0527;Астраханская область;;;
983;Всеволожск;550595;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;60.0314;30.6396;Ленинградская область;;;
985;Губаха;550596;Y;;;;;text;;;text;;;Приволжский федеральный округ;58.8649;57.6030;Пермский край;;;
986;Губкин;550597;Y;;;;;text;;;text;;;Центральный федеральный округ;51.2754;37.5609;Белгородская область;;;
990;Бузулук;550598;Y;;;;;text;;;text;;;Приволжский федеральный округ;52.7852;52.2526;Оренбургская область;;;
994;Вурнары;550599;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.4888;46.9640;Республика Чувашия;;;
998;Аткарск;550600;Y;;;;;text;;;text;;;Приволжский федеральный округ;51.8642;44.9910;Саратовская область;;;
999;Буйнакск;550601;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;42.8206;47.1179;Республика Дагестан;;;
1000;Гуково;550602;Y;;;;;text;;;text;;;Южный федеральный округ;47.9866;39.9400;Ростовская область;;;
1003;Гулькевичи;550603;Y;;;;;text;;;text;;;Южный федеральный округ;45.3536;40.6945;Краснодарский край;;;
1005;Гусиноозерск;550604;Y;;;;;text;;;text;;;Сибирский федеральный округ;51.2841;106.5264;Республика Бурятия;;;
1006;Гусь Хрустальный;550605;Y;;;;;text;;;text;;;Центральный федеральный округ;55.6168;40.6727;Владимирская область;;;
1011;Бутурлиновка;550606;Y;;;;;text;;;text;;;Центральный федеральный округ;50.8306;40.5865;Воронежская область;;;
1012;Гудермес;550607;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;43.3477;46.0938;Республика Чечня;;;
1013;Буденновск;550608;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.7807;44.1485;Ставропольский край;;;
1016;Выборг;550609;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;60.7037;28.7711;Ленинградская область;;;
1018;Вырица;550610;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.4026;30.3405;Ленинградская область;;;
1020;Выкса;550611;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.3195;42.1730;Нижегородская область;;;
1026;Выселки;550612;Y;;;;;text;;;text;;;Южный федеральный округ;45.5806;39.6576;Краснодарский край;;;
1028;Вышний Волочек;550613;Y;;;;;text;;;text;;;Центральный федеральный округ;57.5915;34.5564;Тверская область;;;
1030;Аэропорт Домодедово;550614;Y;;;;;text;;;text;;;Центральный федеральный округ;55.4180;37.9070;Московская область;;;
1040;Верхний Уфалей;550615;Y;;;;;text;;;text;;;Уральский федеральный округ;56.0500;60.2333;Челябинская область;;;
1047;Верхняя Пышма;550616;Y;;;;;text;;;text;;;Уральский федеральный округ;57.1199;60.6011;Свердловская область;;;
1048;Верхняя Салда;550617;Y;;;;;text;;;text;;;Уральский федеральный округ;58.0456;60.5533;Свердловская область;;;
1053;Березовка;550618;Y;;;;;text;;;text;;;Приволжский федеральный округ;57.6025;57.3030;Пермский край;;;
1056;Березовский;550619;Y;;;;;text;;;text;;;Уральский федеральный округ;56.9128;60.8047;Свердловская область;;;
1057;Березовский;550620;Y;;;;;text;;;text;;;Сибирский федеральный округ;55.5725;86.1927;Кемеровская область;;;
1059;Березники;550621;Y;;;;;text;;;text;;;Приволжский федеральный округ;59.4015;56.7995;Пермский край;;;
1062;Бердск;550622;Y;;;;;text;;;text;;;Сибирский федеральный округ;54.7636;83.1034;Новосибирская область;;;
1064;Белгород;550623;Y;;;;;text;;;text;;;Центральный федеральный округ;50.5966;36.6092;Белгородская область;;;
1067;Белая Калитва;550624;Y;;;;;text;;;text;;;Южный федеральный округ;48.1924;40.7738;Ростовская область;;;
1069;Великий Новгород;550625;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;58.5450;31.2691;Новгородская область;;;
1070;Великий Устюг;550626;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;60.7632;46.3078;Вологодская область;;;
1071;Великие Луки;550627;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;56.3468;30.5390;Псковская область;;;
1077;Белово;550628;Y;;;;;text;;;text;;;Сибирский федеральный округ;54.3767;86.3492;Кемеровская область;;;
1078;Белогорск;550629;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;50.9200;128.4692;Амурская область;;;
1081;Белорецк;550630;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.9672;58.4166;Республика Башкортостан;;;
1082;Белореченск;550631;Y;;;;;text;;;text;;;Южный федеральный округ;44.7543;39.8854;Краснодарский край;;;
1092;Вельск;550632;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;61.0670;42.1018;Архангельская область;;;
1097;Геленджик;550633;Y;;;;;text;;;text;;;Южный федеральный округ;44.5777;38.0802;Краснодарский край;;;
1101;Георгиевск;550634;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.1474;43.4688;Ставропольский край;;;
1105;Беслан;550635;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;43.1929;44.5310;Республика Северная Осетия (Алания);;;
1108;Веселый;550636;Y;;;;;text;;;text;;;Южный федеральный округ;47.3299;39.3027;Ростовская область;;;
1115;Вешенская;550637;Y;;;;;text;;;text;;;Южный федеральный округ;49.6308;41.7261;Ростовская область;;;
1119;Адлер;550638;Y;;;;;text;;;text;;;Южный федеральный округ;43.4472;39.9145;Краснодарский край;;;
1123;Аша;550639;Y;;;;;text;;;text;;;Уральский федеральный округ;55.0023;57.2248;Челябинская область;;;
1126;Ачинск;550640;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.2824;90.5171;Красноярский край;;;
1130;Вязьма;550641;Y;;;;;text;;;text;;;Центральный федеральный округ;55.2122;34.3094;Смоленская область;;;
1133;Вятские Поляны;550642;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.2215;51.0727;Кировская область;;;
1135;Забайкальск;550643;Y;;;;;text;;;text;;;Сибирский федеральный округ;49.6557;117.3221;Забайкальский край;;;
1139;Заволжье;550644;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.6425;43.3928;Нижегородская область;;;
1144;Зарайск;550645;Y;;;;;text;;;text;;;Центральный федеральный округ;54.7606;38.8829;Московская область;;;
1145;Заринск;550646;Y;;;;;text;;;text;;;Сибирский федеральный округ;53.7090;84.9673;Алтайский край;;;
1147;Заречный;550647;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.2011;45.1927;Пензенская область;;;
1168;Заполярный;550648;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;69.4293;30.8374;Мурманская область;;;
1174;Звенигород;550649;Y;;;;;text;;;text;;;Центральный федеральный округ;55.7313;36.8661;Московская область;;;
1177;Златоуст;550650;Y;;;;;text;;;text;;;Уральский федеральный округ;55.1861;59.6461;Челябинская область;;;
1179;Зима;550651;Y;;;;;text;;;text;;;Сибирский федеральный округ;53.9224;102.0484;Иркутская область;;;
1180;Зимовники;550652;Y;;;;;text;;;text;;;Южный федеральный округ;47.1606;42.4742;Ростовская область;;;
1198;Зерноград;550653;Y;;;;;text;;;text;;;Южный федеральный округ;46.8535;40.3104;Ростовская область;;;
1199;Зеленоград;550654;Y;;;;;text;;;text;;;Центральный федеральный округ;55.9889;37.1817;Московская область;;;
1201;Зеленогорск;550655;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.1000;94.5833;Красноярский край;;;
1202;Зеленокумск;550656;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.4176;43.8698;Ставропольский край;;;
1214;Раменское;550657;Y;;;;;text;;;text;;;Центральный федеральный округ;55.5654;38.2369;Московская область;;;
1220;Радужный;550658;Y;;;;;text;;;text;;;Центральный федеральный округ;56.0044;40.3389;Владимирская область;;;
1221;Радужный;550659;Y;;;;;text;;;text;;;Уральский федеральный округ;62.1063;77.4804;Ханты-Мансийский автономный округ;;;
1229;Романовская;550660;Y;;;;;text;;;text;;;Южный федеральный округ;47.5415;42.0294;Ростовская область;;;
1231;Рославль;550661;Y;;;;;text;;;text;;;Центральный федеральный округ;53.9510;32.8644;Смоленская область;;;
1233;Россошь;550662;Y;;;;;text;;;text;;;Центральный федеральный округ;50.2044;39.5387;Воронежская область;;;
1234;Ростов;550663;Y;;;;;text;;;text;;;Центральный федеральный округ;57.1991;39.4504;Ярославская область;;;
1235;Ростов-на-Дону;550664;Y;;;;;text;;;text;;;Южный федеральный округ;47.2332;39.7150;Ростовская область;;;
1238;Родионово-Несветайская;550665;Y;;;;;text;;;text;;;Южный федеральный округ;47.6129;39.7066;Ростовская область;;;
1241;Рубцовск;550666;Y;;;;;text;;;text;;;Сибирский федеральный округ;51.5211;81.2027;Алтайский край;;;
1242;Руза;550667;Y;;;;;text;;;text;;;Центральный федеральный округ;55.6979;36.2034;Московская область;;;
1243;Рузаевка;550668;Y;;;;;text;;;text;;;Приволжский федеральный округ;54.0614;44.9597;Республика Мордовия;;;
1245;Румянцево;550669;Y;;;;;text;;;text;;;Центральный федеральный округ;55.9758;36.5479;Московская область;;;
1249;Рудня;550670;Y;;;;;text;;;text;;;Южный федеральный округ;50.7988;44.5627;Волгоградская область;;;
1253;Рыбинск;550671;Y;;;;;text;;;text;;;Центральный федеральный округ;58.0500;38.8333;Ярославская область;;;
1259;Ревда;550672;Y;;;;;text;;;text;;;Уральский федеральный округ;56.8110;59.9581;Свердловская область;;;
1260;Ремонтное;550673;Y;;;;;text;;;text;;;Южный федеральный округ;46.5653;43.6636;Ростовская область;;;
1261;Репьевка;550674;Y;;;;;text;;;text;;;Центральный федеральный округ;51.0773;38.6414;Воронежская область;;;
1262;Реутов;550675;Y;;;;;text;;;text;;;Центральный федеральный округ;55.7650;37.8736;Московская область;;;
1268;Рязань;550676;Y;;;;;text;;;text;;;Центральный федеральный округ;54.6247;39.7386;Рязанская область;;;
1269;Ряжск;550677;Y;;;;;text;;;text;;;Центральный федеральный округ;53.7078;40.0596;Рязанская область;;;
